0;1
ACT009416;8
ACT009416;9
ACT009416;10
ACT009416;11
ACT009416;12
ACT009417;8
ACT009417;9
ACT009417;10
ACT009418;8
ACT009418;9
ACT009418;10
ACT009418;11
ACT009420;8
ACT009420;9
ACT009420;10
ACT009420;11
ACT009420;12
ACT009419;8
ACT009419;9
ACT009419;10
ACT009426;10
ACT009426;11
ACT009426;12
ACT009424;8
ACT009424;9
ACT009424;10
ACT009424;11
ACT009424;12
ACT009422;8
ACT009422;9
ACT009387;8
ACT009387;9
ACT009387;10
ACT009387;11
ACT009387;12
ACT009385;8
ACT009385;9
ACT009385;10
ACT009385;11
ACT009385;12
ACT009386;8
ACT009386;9
ACT009386;10
ACT009386;11
ACT009386;12
ACT009375;4
ACT009375;5
ACT009375;6
ACT009375;7
ACT009375;8
ACT009373;7
ACT009373;8
ACT009373;9
ACT009373;10
ACT009377;8
ACT009377;9
ACT009378;8
ACT009378;9
ACT009384;8
ACT009384;9
ACT009384;10
ACT009384;11
ACT009384;12
ACT009427;1
ACT009427;2
ACT009427;3
ACT009427;4
ACT009427;5
ACT009427;6
ACT009427;7
ACT009427;8
ACT009427;9
ACT009427;10
ACT009427;11
ACT009427;12
ACT009428;1
ACT009428;2
ACT009428;3
ACT009428;4
ACT009428;5
ACT009428;6
ACT009428;7
ACT009428;8
ACT009428;9
ACT009428;10
ACT009428;11
ACT009428;12
ACT009429;1
ACT009429;2
ACT009429;3
ACT009429;4
ACT009429;5
ACT009429;6
ACT009429;7
ACT009429;8
ACT009429;9
ACT009429;10
ACT009429;11
ACT009429;12
ACT009382;8
ACT009382;9
ACT009382;10
ACT009401;8
ACT009401;9
ACT009402;7
ACT009402;8
ACT009402;9
ACT009402;10
ACT009402;11
ACT009402;12
ACT009403;7
ACT009403;8
ACT009403;9
ACT009403;10
ACT009403;11
ACT009403;12
ACT009404;7
ACT009404;8
ACT009404;9
ACT009404;10
ACT009404;11
ACT009404;12
ACT009406;7
ACT009406;8
ACT009406;9
ACT009407;7
ACT009407;8
ACT009407;9
ACT009407;10
ACT009409;7
ACT009409;8
