;Cod.Unico;Categorias;Código da Meta
503;C1.05.02.01.09.05::stais;PSBE;COM_080
503;C1.05.02.01.09.05::stais;PSBE;COM_081
503;C1.05.02.01.09.05::stais;PSBE;COM_082
504;C1.05.02.01.14::sliliane;PSRG;COM_083
504;C1.05.02.01.14::sliliane;PSRG;COM_084
504;C1.05.02.01.14::sliliane;PSRG;COM_085
504;C1.05.02.01.14::sliliane;PSRG;COM_086
505;C1.05.02.01.14::vago107;PSRG;
506;C1.05.02.01.09.06::glidia;PSRG;COM_209
506;C1.05.02.01.09.06::glidia;PSRG;COM_210
506;C1.05.02.01.09.06::glidia;PSRG;COM_211
506;C1.05.02.01.09.06::glidia;PSRG;COM_224
507;C1.05.02.01.37::shcarlos;PSSG;COM_063
507;C1.05.02.01.37::shcarlos;PSSG;COM_064
507;C1.05.02.01.37::shcarlos;PSSG;COM_065
507;C1.05.02.01.37::shcarlos;PSSG;COM_066
507;C1.05.02.01.37::shcarlos;PSSG;COM_067
508;C1.05.02.01.02.04::deverton;PSPC;COM_053
508;C1.05.02.01.02.04::deverton;PSPC;COM_054
508;C1.05.02.01.02.04::deverton;PSPC;COM_055
508;C1.05.02.01.02.04::deverton;PSPC;COM_056
508;C1.05.02.01.02.04::deverton;PSPC;COM_057
509;C1.05.02.01.54::bqueops;PSSG;COM_243
509;C1.05.02.01.54::bqueops;PSSG;COM_244
509;C1.05.02.01.54::bqueops;PSSG;COM_245
509;C1.05.02.01.54::bqueops;PSSG;COM_246
509;C1.05.02.01.54::bqueops;PSSG;COM_247
510;C1.01.02.03.04::cjanete;Empreendimentos;SGQ_001
510;C1.01.02.03.04::cjanete;Empreendimentos;SGQ_002
510;C1.01.02.03.04::cjanete;Empreendimentos;SGQ_003
510;C1.01.02.03.04::cjanete;Empreendimentos;SGQ_004
511;C1.01.02.03.05::robo;Partage_ADM;
512;C1.01.02.03.05::fake;Partage_ADM;
513;C1.01.02.03.05::jmarcio;Partage_ADM;
514;C2::andrei.santini;Empreendimentos;
515;C2.2::bamanda;Empreendimentos;ENG_005
515;C2.2::bamanda;Empreendimentos;ENG_006
515;C2.2::bamanda;Empreendimentos;ENG_007
515;C2.2::bamanda;Empreendimentos;ENG_008
516;C2.2.1::sbrenda;Empreendimentos;ENG_018
516;C2.2.1::sbrenda;Empreendimentos;ENG_014
516;C2.2.1::sbrenda;Empreendimentos;ENG_015
516;C2.2.1::sbrenda;Empreendimentos;ENG_016
516;C2.2.1::sbrenda;Empreendimentos;ENG_017
517;C2.2.2::rgabriel;Empreendimentos;ENG_013
517;C2.2.2::rgabriel;Empreendimentos;ENG_009
517;C2.2.2::rgabriel;Empreendimentos;ENG_010
517;C2.2.2::rgabriel;Empreendimentos;ENG_011
517;C2.2.2::rgabriel;Empreendimentos;ENG_012
518;C2.8::arenata;Empreendimentos;ENG_001
518;C2.8::arenata;Empreendimentos;ENG_002
518;C2.8::arenata;Empreendimentos;ENG_003
518;C2.8::arenata;Empreendimentos;ENG_004
519;C2.4::sana;Empreendimentos;JUR_001
519;C2.4::sana;Empreendimentos;JUR_002
519;C2.4::sana;Empreendimentos;JUR_003
519;C2.4::sana;Empreendimentos;JUR_004
519;C2.4::sana;Empreendimentos;JUR_005
520;C2.4.1::slaiane;Empreendimentos;JUR_011
520;C2.4.1::slaiane;Empreendimentos;JUR_012
520;C2.4.1::slaiane;Empreendimentos;JUR_013
520;C2.4.1::slaiane;Empreendimentos;JUR_014
520;C2.4.1::slaiane;Empreendimentos;JUR_015
521;C2.4.2::klarissa;Empreendimentos;JUR_006
521;C2.4.2::klarissa;Empreendimentos;JUR_007
521;C2.4.2::klarissa;Empreendimentos;JUR_008
521;C2.4.2::klarissa;Empreendimentos;JUR_009
521;C2.4.2::klarissa;Empreendimentos;JUR_010
522;C2.4.3::leilane.silva;Empreendimentos;JUR_017
522;C2.4.3::leilane.silva;Empreendimentos;JUR_018
522;C2.4.3::leilane.silva;Empreendimentos;JUR_019
522;C2.4.3::leilane.silva;Empreendimentos;JUR_020
522;C2.4.3::leilane.silva;Empreendimentos;JUR_021
523;C2.4.4::cleber.santos;Empreendimentos;JUR_022
523;C2.4.4::cleber.santos;Empreendimentos;JUR_023
523;C2.4.4::cleber.santos;Empreendimentos;JUR_024
523;C2.4.4::cleber.santos;Empreendimentos;JUR_025
523;C2.4.4::cleber.santos;Empreendimentos;JUR_026
524;C2.1::nclayton;Empreendimentos;DFIN_0002
524;C2.1::nclayton;Empreendimentos;DFIN_0003
524;C2.1::nclayton;Empreendimentos;DFIN_0004
524;C2.1::nclayton;Empreendimentos;DFIN_0005
525;C2.1.5::pacristiano;Empreendimentos;CSC_0001
525;C2.1.5::pacristiano;Empreendimentos;CSC_0002
525;C2.1.5::pacristiano;Empreendimentos;CSC_0003
525;C2.1.5::pacristiano;Empreendimentos;CSC_0004
525;C2.1.5::pacristiano;Empreendimentos;CSC_0005
526;C2.1.5.2::sjorge;Empreendimentos;CSC_0011
526;C2.1.5.2::sjorge;Empreendimentos;CSC_0012
526;C2.1.5.2::sjorge;Empreendimentos;CSC_0013
526;C2.1.5.2::sjorge;Empreendimentos;CSC_0014
526;C2.1.5.2::sjorge;Empreendimentos;CSC_0015
527;C2.1.5.1::mdaniele;Empreendimentos;CSC_0006
527;C2.1.5.1::mdaniele;Empreendimentos;CSC_0007
527;C2.1.5.1::mdaniele;Empreendimentos;CSC_0008
527;C2.1.5.1::mdaniele;Empreendimentos;CSC_0009
527;C2.1.5.1::mdaniele;Empreendimentos;CSC_0010
528;C2.1.1::mleandro;Empreendimentos;CTLHOLD_0002
528;C2.1.1::mleandro;Empreendimentos;CTLHOLD_0007
528;C2.1.1::mleandro;Empreendimentos;CTLHOLD_0003
528;C2.1.1::mleandro;Empreendimentos;CTLHOLD_0004
528;C2.1.1::mleandro;Empreendimentos;CTLHOLD_0005
528;C2.1.1::mleandro;Empreendimentos;CTLHOLD_0006
528;C2.1.1::mleandro;Empreendimentos;CTLHOLD_0001
529;C2.1.1.1::swesles;Empreendimentos;CTLHOLD_0014
529;C2.1.1.1::swesles;Empreendimentos;CTLHOLD_0015
529;C2.1.1.1::swesles;Empreendimentos;CTLHOLD_0016
530;C2.1.1.2::onayara;Empreendimentos;CTLHOLD_0008
530;C2.1.1.2::onayara;Empreendimentos;CTLHOLD_0009
530;C2.1.1.2::onayara;Empreendimentos;CTLHOLD_0010
531;C2.1.1.3::rfabiana;Empreendimentos;CTLHOLD_0017
531;C2.1.1.3::rfabiana;Empreendimentos;CTLHOLD_0018
531;C2.1.1.3::rfabiana;Empreendimentos;CTLHOLD_0019
532;C2.1.1.4::nnilo;Empreendimentos;CTLHOLD_0011
532;C2.1.1.4::nnilo;Empreendimentos;CTLHOLD_0012
532;C2.1.1.4::nnilo;Empreendimentos;CTLHOLD_0013
533;C2.1.1.5::omike;Empreendimentos;CTLHOLD_0020
533;C2.1.1.5::omike;Empreendimentos;CTLHOLD_0021
533;C2.1.1.5::omike;Empreendimentos;CTLHOLD_0022
534;C2.1.2::hsandra;Empreendimentos;TI_0006
534;C2.1.2::hsandra;Empreendimentos;TI_0008
534;C2.1.2::hsandra;Empreendimentos;TI_0009
534;C2.1.2::hsandra;Empreendimentos;TI_0010
534;C2.1.2::hsandra;Empreendimentos;TI_0007
535;C2.1.2.1::ijoaopaulo;Empreendimentos;BI_0002
535;C2.1.2.1::ijoaopaulo;Empreendimentos;BI_0004
535;C2.1.2.1::ijoaopaulo;Empreendimentos;BI_0005
535;C2.1.2.1::ijoaopaulo;Empreendimentos;BI_0001
535;C2.1.2.1::ijoaopaulo;Empreendimentos;BI_0003
536;C2.1.2.2::belizandro;Empreendimentos;BI_0006
536;C2.1.2.2::belizandro;Empreendimentos;BI_0007
536;C2.1.2.2::belizandro;Empreendimentos;BI_0009
536;C2.1.2.2::belizandro;Empreendimentos;BI_0008
537;C2.1.2.3::nandre;Empreendimentos;TI_0004
537;C2.1.2.3::nandre;Empreendimentos;TI_0001
537;C2.1.2.3::nandre;Empreendimentos;TI_0002
537;C2.1.2.3::nandre;Empreendimentos;TI_0003
538;C2.1.3::jluiz;Empreendimentos;TSR_0001
538;C2.1.3::jluiz;Empreendimentos;TSR_0002
538;C2.1.3::jluiz;Empreendimentos;TSR_0003
538;C2.1.3::jluiz;Empreendimentos;TSR_0004
538;C2.1.3::jluiz;Empreendimentos;TSR_0005
538;C2.1.3::jluiz;Empreendimentos;TSR_0006
539;C2.1.3.3::srobson;Empreendimentos;
540;C2.1.3.4::vago.rsoraia;Empreendimentos;TSR_0009
540;C2.1.3.4::vago.rsoraia;Empreendimentos;TSR_0010
540;C2.1.3.4::vago.rsoraia;Empreendimentos;TSR_0007
540;C2.1.3.4::vago.rsoraia;Empreendimentos;TSR_0008
540;C2.1.3.4::vago.rsoraia;Empreendimentos;TSR_0011
541;C2.7::jgustavo;Partage_ADM;COC_001
541;C2.7::jgustavo;Partage_ADM;COC_002
541;C2.7::jgustavo;Partage_ADM;COC_003
541;C2.7::jgustavo;Partage_ADM;COC_004
541;C2.7::jgustavo;Partage_ADM;COC_005
542;C2.5::brenato;Empreendimentos;PRO_001
542;C2.5::brenato;Empreendimentos;PRO_002
542;C2.5::brenato;Empreendimentos;PRO_003
542;C2.5::brenato;Empreendimentos;PRO_004
542;C2.5::brenato;Empreendimentos;PRO_005
542;C2.5::brenato;Empreendimentos;PRO_014
543;C2.3::vago.mdivie;Empreendimentos;PRO_008
543;C2.3::vago.mdivie;Empreendimentos;PRO_010
543;C2.3::vago.mdivie;Empreendimentos;PRO_009
543;C2.3::vago.mdivie;Empreendimentos;PRO_007
544;C2.3::dbruna;Empreendimentos;
545;C2.3::kcinthia;Empreendimentos;
546;C2.6::dtauane;Empreendimentos;PRO_006
546;C2.6::dtauane;Empreendimentos;PRO_011
546;C2.6::dtauane;Empreendimentos;PRO_012
546;C2.6::dtauane;Empreendimentos;PRO_013
546;C2.6::dtauane;Empreendimentos;PRO_015
547;C2.1.4::vago.amarcia;Empreendimentos;RH_0001
547;C2.1.4::vago.amarcia;Empreendimentos;RH_0002
547;C2.1.4::vago.amarcia;Empreendimentos;RH_0003
547;C2.1.4::vago.amarcia;Empreendimentos;RH_0004
548;C2.1.4::bcibelly;Empreendimentos;
549;C2.1.4::OP001btatiana;Empreendimentos;
550;C2.1.4::svitoria;Empreendimentos;
551;C1.03.02.01.01.04::llaise;PSBE;
552;C1.03.03.01.01.04::crogeria;PNSN;
