0;1
C1.03.03.02.03.02::sacamila;PNSN
C1.03.03.02.03.02::ocarla;PNSN
C1.03.03.02.03.02::rmaria;PNSN
C1.03.03.02.01::vago14;PNSN
C1.03.03.02.01.01::nthayana;PNSN
C1.03.03.02.02::valdir.pereira;PNSN
C1.03.03.02.03::njose;PNSN
C1.03.03.02.03::eli.souza;PNSN
C1.03.03.02.03.03::valmoxarife;PNSN
C1.03.03.02.03.03::semarcio;PNSN
C1.03.03.09::swellington;PNSN
C1.03.10.08::smarcio;PNSN
C1.03.03.01::wdenise;PNSN
C1.03.03.01::smoises;PNSN
C1.03.03.01::vgleyson;PNSN
C1.03.03.01::jvander;PNSN
C1.03.03.01.01.01::cnjonathan;PNSN
C1.03.03.01.01.01::fmozane;PNSN
C1.03.03.01.01.02::OPEX;PNSN
C1.03.03.01.01.02::stiago;PNSN
C1.03.03.01.01.03::nluzimeyre;PNSN
C1.03.03.01.01.03::OP003sthayse;PNSN
C1.03.03.03::vago17;PNSN
C1.03.10.31::lmarcelo;PNSN
C1.04.10::tjorge;PNSN
C1.04.26::joseb;PNSN
C1.04.09::leticia.caldas;PNSN
C1.03.03.01.02.01::pamanda;PNSN
C1.03.03.01.02.01::sgracileide;PNSN
C1.03.03.01.02.01::olarissa;PNSN
C1.03.03.03.01::celisangela;PNSN
C1.03.03.03.01.02::smichelle;PNSN
C1.03.03.03.01.01::vfladja;PNSN
C1.03.03.03.01.01::rkarla;PNSN
C1.03.03.03.01.01::OP001smichelle;PNSN
C1.03.09.11::bmaria;PNSN
C1.03.04::farlindo;PSCG
C1.03.04::swagner;PSCG
C1.03.04.02::vcristiano;PSCG
C1.03.04.02::gluiz;PSCG
C1.03.04.02.03.03::bjonathas;PSCG
C1.03.04.02.03.03::prayk;PSCG
C1.03.04.02.01::vago25;PSCG
C1.03.04.02.01::bbruno;PSCG
C1.03.04.02.02::falaor;PSCG
C1.03.04.02.02::sanderson;PSCG
C1.03.04.02.02::tcassyo;PSCG
C1.03.04.02.02::bfabio;PSCG
C1.03.04.02.02::sgilliard;PSCG
C1.03.04.02.02::shenrique;PSCG
C1.03.04.02.02::ajairqueles;PSCG
C1.03.04.02.02::fjean;PSCG
C1.03.04.02.02::bjoelson;PSCG
C1.03.04.02.02::cjonathan;PSCG
C1.03.04.02.02::srjose;PSCG
C1.03.04.02.02::dmagno;PSCG
C1.03.04.02.02::rmaricelio;PSCG
C1.03.04.02.02::smatteus;PSCG
C1.03.04.02.02::crafael;PSCG
C1.03.04.02.02::srthiago;PSCG
C1.03.04.02.03::bjacob;PSCG
C1.03.04.02.01.01::vqualidade;PSCG
C1.03.04.02.03.02::vago.pscg1;PSCG
C1.03.04.02.03.02::OP001edimilson.cg;PSCG
C1.03.10.03::lrayk;PSCG
C1.03.04.09::mfrancisco;PSCG
C1.03.04.01::pleandro;PSCG
C1.03.04.01.01::OP001calana;PSCG
C1.03.04.01.01.05::vagoaaa;PSCG
C1.03.04.01.02::berenata;PSCG
C1.03.04.01.02.01::odanilo;PSCG
C1.03.04.01.02.02::vago86;PSCG
C1.03.04.01.02.02.01::vago21;PSCG
C1.03.04.01.01.04::acyntia;PSCG
C1.03.04.01.01.04::ojessica;PSCG
C1.03.04.01.01.04::fmaria;PSCG
C1.03.04.01.01.01::spriscila;PSCG
C1.03.04.01.01.02::cjane;PSCG
C1.03.04.01.01.02::OP001vago69;PSCG
C1.04.35::ssroberta;PSCG
C1.03.04.03.01.02::OP001aclara;PSCG
C1.03.04.03::mclaudia;PSCG
C1.03.04.03::broberta;PSCG
C1.03.04.03.01.01::fgabriella;PSCG
C1.03.04.03.01.01::bielison;PSCG
C1.03.04.03.01.01::btslucas;PSCG
C1.04.36::OP001jcelso;PSRG
C1.04.36::rpatricia;PSRG
C1.03.07.02::srcamila;PSRG
C1.03.07.02::carlosbunde;PSRG
C1.03.07.02::vgerentevago;PSRG
C1.03.07.02::GerentedeOperacoes-PSRG-vago;PSRG
C1.03.07.02::OP001srcamila;PSRG
C1.03.07.02.01::vago.psrg2;PSRG
C1.03.07.02.01::OP001ebenavenuto;PSRG
C1.03.07.02.01.01::pisadora;PSRG
C1.03.07.02.02::bracarlos;PSRG
C1.03.07.02.02::fkleison;PSRG
C1.03.07.02.02::subiratan;PSRG
C1.03.07.02.03::salan;PSRG
C1.03.07.02.03::christianmoura;PSRG
C1.03.07.02.03::aalencar;PSRG
C1.03.07.02.03::lleonardo;PSRG
C1.03.07.02.03::bsilvia;PSRG
C1.03.07.02.03.03::vago.psrg;PSRG
C1.03.07.02.03.03::OP001balvaro;PSRG
C1.03.07.02.04::madriana;PSRG
C1.03.07.02.03.02::fgiovani;PSRG
C1.03.07.02.03.02::OP001vago74;PSRG
C1.03.07.15::gjose;PSRG
C1.03.07.17::lmario;PSRG
C1.03.07.18::bsilvia;PSRG
C1.03.07.01.01.02::vago75;PSRG
C1.03.07.01.01.04::pariadni;PSRG
C1.03.07.03.01::sadriene;PSRG
C1.03.07.03.01::vago58;PSRG
C1.03.07.03.01.01::OP001vago_200;PSRG
C1.03.07.03.01.02::vago56;PSRG
C1.03.07.03.01.02::bkaren;PSRG
C1.03.07.01.01.10::balexsandro;PSRG
C1.03.07.01.01.10::vago;PSRG
C1.03.07.01.01.03::vago76;PSRG
C1.03.07.01.01.03::jbruna;PSRG
C1.03.07.01.01.01::mmaria;PSRG
C1.03.07.01.01.01::ljennifer;PSRG
C1.03.07.01.01.01::oslarissa;PSRG
C1.03.05::cthiago;PSMO
C1.03.05.02::fcauly;PSMO
C1.03.05.02::fccauly;PSMO
C1.03.05.02::sronin;PSMO
C1.03.05.02.02::ogenilson;PSMO
C1.03.05.02.02::mjhonson;PSMO
C1.03.05.02.02::akarlo;PSMO
C1.03.05.02.02::crrafael;PSMO
C1.03.05.02.03::cmanutencao;PSMO
C1.03.10.01::valan;PSMO
C1.03.10.01::vallan;PSMO
C1.03.05.10::dsWesllianny;PSMO
C1.03.10.70::OP001teste123;PSMO
C1.03.05.01::sdeyse;PSMO
C1.03.05.01.02::vago32;PSMO
C1.03.05.01.01::vago100;PSMO
C1.03.05.01.01.05::selizabeth;PSMO
C1.03.05.01.01.09::sroberta;PSMO
C1.03.05.01.01.09.01::vago31;PSMO
C1.03.05.01.01.10::vago234;PSMO
C1.03.05.01.01.04::rcleidiani;PSMO
C1.03.05.01.01.05.02::phosana;PSMO
C1.03.05.01.01.05.02::OP001elizabeth.mo;PSMO
C1.03.05.01.01.01::cdaniella;PSMO
C1.03.05.01.01.03::nestefania;PSMO
C1.03.05.01.01.03::lozeana;PSMO
C1.03.05.01.01.02::nana;PSMO
C1.03.05.03.01::aclara;PSMO
C1.03.05.03.01.01::sgleicy;PSMO
C1.03.05.03.01.02::vagocom;PSMO
C1.03.05.03.01.01.01::sgleicy;PSMO
C1.03.06::mantonio;PSPA
C1.03.06::ohudalet;PSPA
C1.03.06.01::VAGOcfelipe;PSPA
C1.03.06.01.01::cmthais;PSPA
C1.03.06.01.01::sothiago;PSPA
C1.03.06.01.02.01::OP001lerika;PSPA
C1.03.06.01.02.01::aspedro;PSPA
C1.03.06.01.01.02::bvmarcos;PSPA
C1.03.06.01.01.03::rlaelia;PSPA
C1.03.06.01.01.03::fudilson;PSPA
C1.03.06.01.01.05::vago36;PSPA
C1.03.06.10::VAGObrafael;PSPA
C1.03.06.03::vago49;PSPA
C1.03.06.02::sjclovis;PSPA
C1.03.06.02.01::vago44;PSPA
C1.03.06.02.01.01::vago43;PSPA
C1.03.06.02.02::sspaulo;PSPA
C1.03.06.02.03::CoordenadorPSP;PSPA
C1.03.06.02.03::sgleison;PSPA
C1.03.06.02.03.02::vago46;PSPA
C1.03.06.02.03.03::vago.psp1;PSPA
C1.03.06.02.03.03::OP001ssara;PSPA
C1.03.06.09::bfernando;PSPA
C1.03.25::fabiola.ramos;PSPA
C1.03.06.03.01.01.02::laline;PSPA
C1.03.06.03.01.01.02::slarisse;PSPA
C1.03.06.03.01.01.02::pnatalia;PSPA
C1.03.06.03.01.01.02::OP001laline;PSPA
C1.03.09::csdennison;PSPC
C1.03.09.01::rlilian;Partage_ADM
C1.03.09.04::rpriscilla;PSPC
C1.03.09.01.01::gpaloma;PSPC
C1.03.09.01.02::apspc;PSPC
C1.03.09.01.02::mgleicce;PSPC
C1.03.09.01.02::grafaela;PSPC
C1.03.09.01.03::mlucas;PSPC
C1.03.10.36::pfabio;PSPC
C1.03.09.03.01::gdiogo;PSPC
C1.03.10.28::rwaldeir;PSPC
C1.03.10.29::crenata;PSPC
C1.03.10.20::saldemir;PSPC
C1.03.09.12::hluis;PSPC
C1.03.08::feverson;PSMA
C1.03.08.01::vago.philario;PSMA
C1.03.08.01.01::rrauberth;PSMA
C1.03.08.01.02::llucilane;PSMA
C1.03.08.01.03::pernesto;PSMA
C1.03.08.01.04::sanaluiza;PSMA
C1.03.08.03::marcelino.trinidad;PSMA
C1.03.08.03.02::mheliomar;PSMA
C1.03.10.05::aolivia;PSMA
C1.03.10.09::jreginaldo;PSMA
C1.03.08.03.01::felinelson;PSMA
C1.03.10.06::aolivia;PSMA
C1.03.08.02::smlourdes;PSMA
C1.03.08.02.01::amantonio;PSMA
C1.03.08.02.01::fgiovanna;PSMA
C1.03.10::cvanderlei;S3A
C1.03.10.2::vfabio;S3A
C1.03.10.2::OP001drosenilton;S3A
C1.03.10.2.1::ntito;S3A
C1.03.10.16::onathanael;S3A
C1.03.10.13::maykon.antunes;S3A
C1.03.10.11::balesson;S3A
C1.03.10.14::landre;S3A
C1.03.10.15::dpaula;S3A
C1.03.10.1::hana;S3A
C1.03.10.1.1::slucineia;S3A
C1.03.10.1.3::arafael;S3A
C1.03.10.30::rjanaina;S3A
C1.04.11::dmilena;PSAR
C1.03.05.02.03.02::mandre;PSAR
C1.03.10.37::aarlei;PSAR
C1.03.10.39::sgustavo;PSAR
C1.02.02.09::bvmaria;PSAR
C1.04.12::jednaldo;PSAR
C1.04.13::sdaniela;PSAR
C1.04.14::scliviane;PSAR
C1.04.12.1::audit.vago;PSAR
C1.04.16::SKauany;PSAR
C1.03.09.05::ocamila;PSAR
C1.03.09.10::ganne;PSAR
C1.04.19::pandre;PSJS
C1.04.29::kviviane;PSJS
C1.04.21::ekarin;PSJS
C1.04.22::cvinicius;PSJS
C1.04.23::skeila;PSJS
C1.04.20::aeliezer;PSJS
C1.03.10.44::arenato;PSJS
C1.03.10.40::umariza;PSJS
C1.03.10.41::tnuor;PSJS
C1.03.10.42::fjoao;PSJS
C1.03.07.36::pfernando;PSJS
C1.03.09.15::athiago;PSJS
C1.03.09.02::bedilene;PSJS
C1.03.09.02::agisele;PSJS
C1.03.09.02.01::rcamilla;PSPC
C1.04::nclayton;Partage_ADM
C1.05::cadriano;Partage_ADM
C1.05.01::vago.nrubens;Comercial_S|SE
C1.05.02.02::PSSG;PSSG
C1.05.02.01.35::paugusto;Partage_ADM
C1.05.02.01.35::pfmarcelo;Partage_ADM
C1.05.02.01.36::fjose;Partage_ADM
C1.05.02.03::psrg;PSRG
C1.05.02.01::PSB;PSBE
C1.05.02.01.09.03::OP001dfabiana;Partage_ADM
C1.05.03::anathalia;Partage_ADM
C1.05.03::bpaulo;Partage_ADM
C1.01.05::cprafael;Partage_ADM
C1.01.04.01::athaiane;PSSG
C1.01.03.04::bmmonica;PSPC
C1.01.03.04::grogerio;PSPC
C1.01.03::nmarcus;PSPA
C1.01.03::nmarcus;PSMA
C1.01.03::nmarcus;PSPC
C1.01.03::nmarcus;S3A
C1.01.03::sbruno;PSPA
C1.01.03::sbruno;PSMA
C1.01.03::sbruno;PSPC
C1.01.03::sbruno;S3A
C1.01.02.04::OP002odalila;Partage_ADM
C1.01.02.04::OP003odalila;Partage_ADM
C1.01.02.04::msimone;Partage_ADM
C1.05.02.01.28::selane;PSMA
C1.05.02.01.45::abruce;PSPA
C1.05.02.01.48::nandreia;S3A
C1.01.03.06::ctaina;PSPC
C1.05.02.01.44::sjoelania;PSSG
C1.05.02.01.44::sjoelania;PSRG
C1.05.02.01.44::sjoelania;PSJS
C1.05.02.01.44::sjoelania;PSBE
C1.01.03.05::rpaline;PSRG
C1.01.03.05::pmaria;PSRG
C1.05.02.01.46::sfilipe;PSJS
C1.05.02.01.51::bqueops;PSSG
C1.01.03.01::llucas;PSSG
C1.01.03.09::lrenato;PSBE
C1.01.03.02::sricardo;PSBE
C1.05.02.01.53::sdouglas;PSSG
C1.01.02.02::deudes;PSCG
C1.01.02.02::deudes;PNSN
C1.01.02.02::deudes;PSMO
C1.01.02.02::deudes;PSAR
C1.01.02.08::vdaniele;PSMO
C1.01.02.05::djoelly;PSCG
C1.05.01.01.06::brenata;PSCG
C1.05.02.01.47::sclewerton;PSAR
C1.05.02.01.49::nclara;PNSN
C1.01.02.01.50::lgabriel;PNSN
C1.05.13::VAGOpmarcia;PSBSB
C1.05.11.3::beugenia;PSBSB
C1.05.11.3::pnathalia;PSBSB
C1.05.11.1::slilian;PSBSB
C1.05.11.2::cvanessa;PSBSB
C1.05.01.03.02::pgeancarlo;Partage_ADM
C1.05.01.01::PSCG;PSCG
C1.05.01.02::PNSN;PNSN
C1.05.01.03.05::ggabriel;Partage_ADM
C1.05.01.04::PSM;PSMO
C1.05.14::akaue;Partage_ADM
C1.05.09::msvinicius;Partage_ADM
C1.05.02.01.52::smonica;Partage_ADM
C1.05.14.1::ghenrique;Partage_ADM
C1.05.14.1::sroni;Partage_ADM
C1.05.14.3::mnathalia;Partage_ADM
C1.05.16::avictor;PSPC
C1.05.16::avictor;PSMA
C1.05.16::avictor;S3A
C1.05.01.03::PSP;PSPA
C1.05.02.09::PSPM;PSMA
C1.05.02.08::pspc;PSPC
C1.05.17::mlaio;PSPA
C1.05.17::mlaio;PSMA
C1.05.17::mlaio;S3A
C1.01.11.1::oamanda;S3A
C1.05.02.01.41::cuelquer;PSPA
C1.05.02.01.30::mcamila;PSMA
C1.05.08::bjahine;Partage_ADM
C1.05.15::mlaio;Partage_ADM
C1.01.02::fcicero;PNSN
C1.01.02::fcicero;PSMO
C1.01.02::fcicero;PSAR
C1.01.02::fcicero;PSCG
C1.05.02.01.38::mednir;PSMO
C1.05.01.04.02::bcarlos;PSCG
C1.05.02.01.33::VAGOsgmarcia;PSCG
C1.05.01.02.01::bthereza;PNSN
C1.05.02.01.42::pafabio;PSAR
C1.05.02.01.43::cbpaulo;PSAR
C1.05.10::bjahine;Partage_ADM
C1.05.02.01.50::bnbruno;Partage_ADM
C1.05.14.2::ghenrique;Partage_ADM
C1.05.18::avictor;Comercial_S|SE
C1.05.02.01.09.04::agustavo;PSBE
C1.05.02.01.09.07::wthais;PSJS
C1.05.02.01.09.05::stais;PSBE
C1.05.02.01.14::sliliane;PSRG
C1.05.02.01.14::vago107;PSRG
C1.05.02.01.09.06::glidia;PSRG
C1.05.02.01.37::shcarlos;PSSG
C1.05.02.01.02.04::deverton;PSPC
C1.05.02.01.54::bqueops;PSSG
C1.01.02.03.04::cjanete;Empreendimentos
C1.01.02.03.05::robo;Partage_ADM
C1.01.02.03.05::fake;Partage_ADM
C1.01.02.03.05::jmarcio;Partage_ADM
C2::andrei.santini;Empreendimentos
C2.2::bamanda;Empreendimentos
C2.2.1::sbrenda;Empreendimentos
C2.2.2::rgabriel;Empreendimentos
C2.8::arenata;Empreendimentos
C2.4::sana;Empreendimentos
C2.4.1::slaiane;Empreendimentos
C2.4.2::klarissa;Empreendimentos
C2.4.3::leilane.silva;Empreendimentos
C2.4.4::cleber.santos;Empreendimentos
C2.1::nclayton;Empreendimentos
C2.1.5::pacristiano;Empreendimentos
C2.1.5.2::sjorge;Empreendimentos
C2.1.5.1::mdaniele;Empreendimentos
C2.1.1::mleandro;Empreendimentos
C2.1.1.1::swesles;Empreendimentos
C2.1.1.2::onayara;Empreendimentos
C2.1.1.3::rfabiana;Empreendimentos
C2.1.1.4::nnilo;Empreendimentos
C2.1.1.5::omike;Empreendimentos
C2.1.2::hsandra;Empreendimentos
C2.1.2.1::ijoaopaulo;Empreendimentos
C2.1.2.2::belizandro;Empreendimentos
C2.1.2.3::nandre;Empreendimentos
C2.1.3::jluiz;Empreendimentos
C2.1.3.3::srobson;Empreendimentos
C2.1.3.4::vago.rsoraia;Empreendimentos
C2.7::jgustavo;Partage_ADM
C2.5::brenato;Empreendimentos
C2.3::vago.mdivie;Empreendimentos
C2.3::dbruna;Empreendimentos
C2.3::kcinthia;Empreendimentos
C2.6::dtauane;Empreendimentos
C2.1.4::vago.amarcia;Empreendimentos
C2.1.4::bcibelly;Empreendimentos
C2.1.4::OP001btatiana;Empreendimentos
C2.1.4::svitoria;Empreendimentos
C1.03.02.01.01.04::llaise;PSBE
C1.03.03.01.01.04::crogeria;PNSN
